Tweets,Label
Apple And Others Should Issue Debt Now http://t.co/Q0cQ4viipR $AAPL #APPLE $CSCO $DNDN $NFLX $PM,1
"@JustinPulitzer Man, throw in earnings from 4 major companies and we've really got a party. $AAPL $GOOG $AMZN $FB",0
"""@WSJMoneyBeat: Monday's Stocks to Watch: Caterpillar, Apple, Rayonier http://t.co/wuAx0v6K7n $CAT $AAPL $RYN"" waiting to see the numbers",0
RT @philstockworld: Philstockworld January Trade Review (Part 2) Featuring: #oil #gold #Nikkei $SPY $AAPL $TWTR $NFXL $Retailsales -- http:…,0
Waiting on $AAPL and $STX earnings. #capitalgames,0
$AAPL option traders...buckle up. Here we go !,0
"Still to come: @calamos' John Calamos Sr, @robertwolf32 &amp; $AAPL #earnings. #MustWatch http://t.co/lVmVwDiMND",0
RT @philstockworld: Philstockworld January Trade Review (Part 2) Featuring: #oil #gold #Nikkei $SPY $AAPL $TWTR $NFXL $Retailsales -- http:…,0
Here - again - is Ahead of the Tape on Apple's coming report. China might be a factor.... http://t.co/MTJckHGUIG $AAPL,0
$AAPL Rumor: Apple Picks Suppliers for Next-Generation Chip http://t.co/uxcJbTqoUM,0
"RT @kpkelleher: $AAPL has given $43 billion to investors since July 2012. Meanwhile, Twitter has a market cap of $32 billion.",0
I need a drink lol $AAPL,0
"$AAPL i.e., i don't consider earnings plays to be real ""trading"" or ""investing"". they are pure gambles, imo, but i understand that going in.",1
RT @bespokeinvest: Apple ($AAPL) was one of the few stocks that hadn't completely broken down yet.  Below $530 is a breakdown.,0
$AAPL reporto prácticamente identico a la guía que dio la empresa.,0
"Apple's iPhone sales miss expectations, iPad sales beat $AAPL http://t.co/FyFKWM7Ky4",1
"RT @BrendaKelly_IG: A beat- $AAPL EPS $14.50,  Exp. $14.07",0
"$AAPL beats EPS...talking heads disappointed...stock down 5-10%. We've seen this movie before, and know how it ends.",0
$AAPL shares dropping...,0
$AAPL also guiding lower for Q2. Cash is up significantly.. @Carl_C_Icahn will be pushing his case no doubts there.,1
$AAPL down $27 or 5% on 51M iPhones (55M expected) 26M iPads (25M expected). Very cheap here at $523 #apple,0
RT @CNBCClosingBell: #BREAKING: #APPLE $AAPL Q1 #EARNINGS OUT: Sold 4.8M iMacs in Q1,0
"Hey Apple, go buy a robot company and the market will love you back. :) $AAPL",0
Let's hope Tim Cook has something good to say about new products in CC for $AAPL.,0
So $AAPL is tanking after hours because they made a huge quarter with good grown on all their important product lines? Does not compute.,0
RT @LaMonicaBuzz: One good takeaway from $AAPL release. China revenues up 29% from year ago. And that's before $CHL deal was official. Japa…,0
"$AAPL ER looks like, this Q, market will ""find"" disappointment in $CHL numbers. Last ER it was Q1 14 margin",1
$AAPL Futures suggest a market bounce http://t.co/6e5S7b5nHj,0
$AAPL News Alert:  http://t.co/wEPEdc7hP3  Updated options view: https://t.co/rMGCeQHS71  All options views: https://t.co/dUHzbxOXOr,0
RT @philstockworld: Philstockworld January Trade Review (Part 2) Featuring: #oil #gold #Nikkei $SPY $AAPL $TWTR $NFXL $Retailsales -- http:…,0
"@StkConfidential hmm I think $AAPL will beat EPS in line revs, but have a good story, and story can push it higher see it over and over : P",0
$AAPL chart by @FibLine: http://t.co/L0ja1BX7FX AAPL.,0
@MNYCx @sanglucci $AAPL 574.80,0
RT @philstockworld: Philstockworld January Trade Review (Part 2) Featuring: #oil #gold #Nikkei $SPY $AAPL $TWTR $NFXL $Retailsales -- http:…,0
Getting the popcorn ready for $AAPL earnings.,0
The ugly side of iron condors webinar $AAPL $GLD $SLV $EEM $FXE http://t.co/eTgSQuKl9C,1
"Earnings After Market Close 01.28.2104  $AAPL, $BBCN, $BHLB, $CMRE, $CR, $DCOM, $ELS, $GGG, $OLN, $PCL, $PLXT, $RMBS, $RCII, $SANM, $SBSI ..",0
Apple earnings are due tonight. See how IG client accounts are trading  http://t.co/7cuETqSPx5 $AAPL http://t.co/8dFch1EIj6,0
RT @intermarketblog: Non è più la stagione delle mele? #Apple in after hours cade come una...mela matura. -6.3% #AAPL $AAPL,0
"RT @WSJ: Apple sold 51 million iPhones in its first fiscal quarter, far below analysts' estimate of 55 million. http://t.co/ABQsaQhFrx $AAPL",0
RT @CNBCClosingBell: #BREAKING: #APPLE $AAPL Q1 #EARNINGS OUT: Sees Q2 revs of $42B-$44B vs $46.05B est.,0
"RT @WSJ: Apple sold 51 million iPhones in its first fiscal quarter, far below analysts' estimate of 55 million. http://t.co/ABQsaQhFrx $AAPL",0
"$AAPL What an Apple payments service would mean for consumers, developers and ... - GigaOM http://t.co/9Y0GC1ROsX",0
"RT @ReformedBroker: One year ago, $AAPL dropped 12.5% in one day after their Q4 earnings call (1/23/2013). That was not the ultimate low of…",0
bobirw: Cover 200 $AAPL at 505.72 + 1.05: bobirw http://t.co/cexrMyk8YD,0
Oppenheimer rebaja $AAPL #Apple a Mantener.,0
"RT @ScottWapnerCNBC: Of $AAPL, @Carl_C_Icahn says over the years he's made a great deal of money buying on these dips esp when reason for d…",0
$AAPL - TECH STOCKS: No Reprieve For Apple In Wake Of IPhone Weakness http://t.co/TwQ0vyLGAK,1
Apple reports flat earnings as rising competition offsets rising iPhone and iPad sales. $AAPL http://t.co/v5ckfu3o2V,0
RT @ukarlewitz: $AAPL is 3% of SPY and 12% of QQQ,0
So excited to see where @AngelaAhrendts takes $AAPL… an amazing female role model joining the tech scene. http://t.co/c4G6JSiPkP,0
RT @philstockworld: Why we're BUYBUYBUYing $AAPL on the Dip #Apple -- http://t.co/40g0Dt1vpb,0
@daytradingradio $AAPL just reported earnings for Q1 2014 – http://t.co/s2EPrOyDyJ,0
Apple Inc. ($AAPL): Buy The Close Sell The Open.... $AAPL http://t.co/PGieVN5Y4Z,0
"RT @Carl_C_Icahn: Just bought $500 mln more $AAPL shares. My buying seems to be going neck-and-neck with Apple's buyback program, but hope …",0
$AAPL Marco technical chart.  Back to October breakout zone. - http://t.co/LWmTHtqWum,0
How do you fix $AAPL growth question? Bring out 4K TV and integrate all products,0
"Call me ""Cre-Cre"" but I'd rather own FLAT $AAPL continually posting $13B profit than 25% growth $AMZN with Rev's $17B, $500M Loss, &amp; 1415PE",0
$AAPL TRADINGROOM is open on Tuesdays. http://t.co/VDvz96H4Vx,0
"Based on the algos from @marketmemory, I'd sell $AAPL right now.  http://t.co/7Opny7brHY",0
"I've been telling people to dump $AAPL for months - really, it is still not too late.",1
"RT @KeithMcCullough: Remember 1779 $SPY is that @Hedgeye TREND line - holding, for now, despite $AAPL",0
"Since that point is (seemingly) debatable, $AAPL is afforded a premium related to the growth rate of it’s perceived “only product” (iPhone)",0
@JaytheTrader I had an order in at $501 and I canceled it. Tomorrow will be interesting! $AAPL,0
"@TheStreet @Rocco_TheStreet If $AAPL doesn't want to deal with buybacks and shareholders, then why be public?  Management is clueless.",1
RT @philstockworld: Why we're BUYBUYBUYing $AAPL on the Dip #Apple -- http://t.co/40g0Dt1vpb,0
Can you said $AAPL 500. lol,0
$AAPL - Wall Street Breakfast: Must-Know News -&gt; http://t.co/Ua2hCNSGct #stock #stocks #stockaction,0
APPLE POLAR VORTEX-Apple reports flat earnings as rising competition offsets rising iPhone and iPad sales. $AAPL http://t.co/jsWxS3xoXj,0
"BOY DO WE SUCK:  Apple ""only"" sold 51 million iPhones in Q1  $AAPL http://t.co/ClaPgPDDN9",1
RT @philstockworld: Why we're BUYBUYBUYing $AAPL on the Dip #Apple -- http://t.co/40g0Dt1vpb,0
"$AAPL Apple Inc. (AAPL) news: Apple: Don't Panic, This Is An Opportunity http://t.co/WrldhKO6tK",0
"RT @Carl_C_Icahn: Just bought $500 mln more $AAPL shares. My buying seems to be going neck-and-neck with Apple's buyback program, but hope …",0
$AAPL Is the End Near for Apple’s iPhone 5C? http://t.co/0t02A3Yy6o,0
RT @CNBC: Carl Icahn (@Carl_C_Icahn) tweets that he's bought $500M more $AAPL shares; says his buying seems to be going neck-&amp;-neck w/ buyb…,0
RT @Forbes: Apple stock price is down after selling fewer iPhones than expected http://t.co/PhjGUG8WYn $AAPL http://t.co/56FYQcLtlz,0
"""@Carl_C_Icahn: Just bought $500 mln more $AAPL shares.""",0
"This chart is painted by Vanguard, BlackRock etc...not farts like Icahn... And it shows $AAPL is going down big time http://t.co/BrQtlehnpx",0
"RT @Carl_C_Icahn: Just bought $500 mln more $AAPL shares. My buying seems to be going neck-and-neck with Apple's buyback program, but hope …",0
"$AAPL Tim Cook: Innovation 'Deeply Embedded' In Apple, Company Has 'No Issue ... - Mac Rumors http://t.co/EhqvxTju5w",0
#BREAKING: $AAPL opens down 8.2% at market open,0
@jimcramer $AAPL cheap just got cheaper...will get cheaper,0
$FSLR $AAPL $C $CLF $BIDU $STX $TWTR Active equity options trading on open: Full Story http://t.co/JrQ3fGCqYs,0
$AAPL is going under $500 soon,0
RT @philstockworld: Why we're BUYBUYBUYing $AAPL on the Dip #Apple -- http://t.co/40g0Dt1vpb,0
RT @philstockworld: Why we're BUYBUYBUYing $AAPL on the Dip #Apple -- http://t.co/40g0Dt1vpb,0
RT @ReformedBroker: No one expects $GM to grow revenues like $TSLA. Why we're expecting $AAPL to grow a $200 billion revenue base at 20% I …,0
Stocks Open Quietly Higher; Leaders Stage Strong Open: http://t.co/wWIRRjHLfD $AAPL $STX $EDU $YY,0
RT @philstockworld: Why we're BUYBUYBUYing $AAPL on the Dip #Apple -- http://t.co/40g0Dt1vpb,0
RT @ppprophet: ROTTEN $AAPL  SELL SELL SELL #DAX #CAC #FTSE #CAC #IBEX #STOCKMARKET #STOCKS #SENSEX $VIX $UVXY #NYSE $SPY $SPX #CBOE #MKT $…,1
"RT @ATTBolsa: $AAPL #Apple en premarket ahora mismo -7,25 %.",0
"RT @todd_harrison: It's bad momo to celebrate other people's losses, even if they're a billionaire. $AAPL #Icahn",1
@josherau $AAPL just reported earnings for Q1 2014 – http://t.co/s2EPrOyDyJ,0
"""@Forbes: Apple stock price is down after selling fewer iPhones than expected http://t.co/gBdMLSulM4 $AAPL http://t.co/8Bklt27ujz"" lolz",0
RT @philstockworld: Why we're BUYBUYBUYing $AAPL on the Dip #Apple -- http://t.co/40g0Dt1vpb,0
Looking forward to @realDonaldTrump thoughts on $YHOO $GOOG etc numbers following his $AAPL thoughts earlier (see http://t.co/DVbSB6CDUB),0
"Our Penny Stock Alert on $ERBB gained 1,700% in the past 6 weeks! Huge Update: http://t.co/NsA375bwkw
$TCEL $AAPL $NYBD $LWLG $HSCC $LATF",0
$AAPL Next move into the 505 or above 508 im out on the remaining 1/2 position.,0
"Oh my, what did I miss with $AAPL?  I need to read something!!!",1
Next big $AAPL level is 100 day SMA @ $521.31,0
"@DougKass DK, I wanted to be long $AAPL into er, but hesitated because of you. I recalled how right your skepticism was last January. Phew!",1
"RT @WSJ: Apple sold 51 million iPhones in its first fiscal quarter, far below analysts' estimate of 55 million. http://t.co/ABQsaQhFrx $AAPL",0
@TheStreet Looks like $AAPL only bought back a meager $5B in stock for the Q yet cash hoard increased by $8B. Does this make any sense?,0
$AAPL Apple constructs life-size building mockup showing exterior of upcoming ... - 9 to 5 Mac http://t.co/DTOScU2Wt0,0
"$AAPL 506 - 44, LOOKS LIKE THEY ARE DUMPING LAST HALF HOUR, BELOW 508 CLOSING TROUBLE.",1
“@theregans: One thing I know for sure is the gap in $AAPL will get filled. Just don't know when... Mind the gap!” Absolutely!,0
"RT @ScottWapnerCNBC: @Carl_C_Icahn says long term picture at $AAPL ""is completely unchanged.""",0
"RT @WSJ: Apple sold 51 million iPhones in its first fiscal quarter, far below analysts' estimate of 55 million. http://t.co/ABQsaQhFrx $AAPL",0
@Lo_trading $AAPL just reported earnings for Q1 2014 – http://t.co/s2EPrOyDyJ,0
@terkhorn $AAPL just reported earnings for Q1 2014 – http://t.co/s2EPrOyDyJ,0
@Nikkorico_ NIKKO!!!!!!!!!! My Brother #ShortKing #StockTrader Thanks for The Follow And Good Luck Trading Tuesday $AAPL $GE $F $DD $DOW,0
RT @somsnit: Trade: Bullish VERTICAL on $AAPL: MAR14 450/445.  http://t.co/wWB4u4nNIx,0
$AAPL's Next China Challenge Comes From Local Rivals http://t.co/5OMi82hER5,0
Finally green on $AAPL common. Was just in it for a trade so keep moving stop up.,1
"$AAPL - MARKET SNAPSHOT: U.S. Stocks Up After Confidence, Upbeat Earnings http://t.co/JCE8i77y7i",0
"Am I the only person who thinks that Tim Cook is way, way in over his head? $AAPL",0
RT @CNBCnow: Shares of Apple lower by more than 5% after-hours following the company's earnings release: http://t.co/IugNhil17z $AAPL,0
"Apple ohlásil výsledky, které neohromily. Zisk zůstal stejný jako před rokem - 13,1 mld USD. Zajímavé je ale zvýšení nákladů na R&amp;D. $AAPL",0
RT @philstockworld: Why we're BUYBUYBUYing $AAPL on the Dip #Apple -- http://t.co/40g0Dt1vpb,0
"$AAPL getting creamed today however inventory correction isn't a big deal &amp; higher costs represent push to enterprise
http://t.co/HNMTvKII2a",0
Apple is making moves toward expanding its mobile-payments service to stores $AAPL http://t.co/AcIapvbxEi,0
"RT @jimcramer: I am not as downbeat on $AAPL as everyone else, will explain tomorrow but i get the frustration...",1
RT @carlquintanilla: Apple is having its worst day in a year. $AAPL (via @GiovannyMoreano) $AAPL,1
currently down -78.75% from $AAPL calls. just finished rewriting rules and edited a bunch of spreadsheets. you live and learn,0
"This Morning: Two Apple Downgrades, Crus Drops, Comcast, Check Point Rising - Tech Trader Daily - $AAPL $CHKP $SWKS http://t.co/RmJCZwjOw1",0
RT @Forbes: Apple stock price is down after selling fewer iPhones than expected http://t.co/PhjGUG8WYn $AAPL http://t.co/56FYQcLtlz,0
RT @Forbes: Apple stock price is down after selling fewer iPhones than expected http://t.co/PhjGUG8WYn $AAPL http://t.co/56FYQcLtlz,0
actually could have day traded  $505 &amp; $507.50 puts —or if $AAPL pushes thru $515 could go long calls - Interesting rarely daytrade options,0
"$AAPL, like my weight loss goal, is a second half story. R&amp;D spending has doubled in the last two years, 

wearables and payments coming.",0
$AAPL News Alert:  http://t.co/zLDoThtPWn  Updated options view: https://t.co/nTqNp0j2Ko  All options views: https://t.co/xAQ6t4kLeK,0
"Alright, I'm bored and tired, gonna walk with my $6K+ in gains today.  Thanks $MJNA!  $PHOT $TRTC $LATF $AAPL $ARIA http://t.co/ERD4EobOQO",0
@tim_cook Twin brother of Steve Ballmer of $MSFT. Are you going to stand for that? $AAPL. Please no vaporware.,0
".@BertDohmen to @CNBCClosingBell: If you don't have a brain, you buy $AAPL""",0
Pre-Open Stock Movers 1/28: $CLF $SANM $AKS Higher; $RCII $CHEF $AAPL Lower (more...) http://t.co/7luTBij3xe,1
Apple Record Breaking Quarter by the Numbers $AAPL  http://t.co/2duFYHeyHR,0
"RT @Carl_C_Icahn: Just bought $500 mln more $AAPL shares. My buying seems to be going neck-and-neck with Apple's buyback program, but hope …",0
"RT @Carl_C_Icahn: Just bought $500 mln more $AAPL shares. My buying seems to be going neck-and-neck with Apple's buyback program, but hope …",0
"RT @Carl_C_Icahn: Just bought $500 mln more $AAPL shares. My buying seems to be going neck-and-neck with Apple's buyback program, but hope …",0
RT @CNBC: Carl Icahn (@Carl_C_Icahn) tweets that he's bought $500M more $AAPL shares; says his buying seems to be going neck-&amp;-neck w/ buyb…,0
"Buy Alert ""@Carl_C_Icahn: Just bought $500 mln more $AAPL shares. My buying seems to be going neck-and-neck with Apple's.""",0
"RT @Carl_C_Icahn: Just bought $500 mln more $AAPL shares. My buying seems to be going neck-and-neck with Apple's buyback program, but hope …",0
"RT @Carl_C_Icahn: Just bought $500 mln more $AAPL shares. My buying seems to be going neck-and-neck with Apple's buyback program, but hope …",0
"RT @WSJMoneyBeat: Tuesday's Stocks to Watch: Apple, Corning, Seagate http://t.co/Q9jxPa3R0c $AAPL $GLW $STX",0
"RT @Carl_C_Icahn: Just bought $500 mln more $AAPL shares. My buying seems to be going neck-and-neck with Apple's buyback program, but hope …",0
"RT @Carl_C_Icahn: Just bought $500 mln more $AAPL shares. My buying seems to be going neck-and-neck with Apple's buyback program, but hope …",0
"RT @Carl_C_Icahn: Just bought $500 mln more $AAPL shares. My buying seems to be going neck-and-neck with Apple's buyback program, but hope …",0
"RT @Carl_C_Icahn: Just bought $500 mln more $AAPL shares. My buying seems to be going neck-and-neck with Apple's buyback program, but hope …",0
"call me crazy but even after $AAPL somewhat ""missed"" i think $CRUS can still beat earnings and trade over the messy $21 range",1
"$AAPL moves 45 points AC, options market predicted 29 points move. $NFLX last week same story. Anyone still believes in efficient markets?",0
@sledge_mylez $AAPL is good value.,0
"Después del cierre $AAPL cayó 7.69%, tras haber reportado ventas por debajo de sus estándares.",0
"#Apple: #iPhone ASPs jump, cash balance at $159B http://t.co/cJsBY5te9J $AAPL",0
@JustinPulitzer I'll look forward to that. $AAPL options,0
RT @philstockworld: Why we're BUYBUYBUYing $AAPL on the Dip #Apple -- http://t.co/40g0Dt1vpb,0
"Hi @VonettaLogan 
For $AAPL earnings i Bot an Iron Condor. Risk $2 to make $8.
#Winner Winner Tim Cook Dinner !!
#Low probability Trade",0
3 Apple charts that explain stock investor concerns: http://t.co/TKIkT0cCGh $AAPL http://t.co/NqPFqlC56p,0
RT @CNBCnow: Carl Icahn tells @ScottWapnerCNBC that he's made a great deal of money buying on dips; reason for $AAPL dip is completely misi…,0
The people who ordered &amp; downloaded my book know why even though Apple ($AAPL) stock is down today that... http://t.co/xsLogXordg,0
"RT @JohanHakon: ""Dear Tim, I just went full retard on $AAPL. Best Carl"" ""Dear Carl, Never go full retard!! Yours, Tim.""",0
"Carl #Icahn tweets he has bought $500 million more #Apple $AAPL shares
http://t.co/AzWBB9r6G3",0
We see $AAPL as being undervalued after today's rather large drop. We are starting a large position in $AAPL starting today.,1
$AAPL expect more sell calls &amp; dowgrades over the next few days. Some firms like to wait a day so their calls get some airtime~,0
$XONE alot of talk going around about this one $AAPL $CAT $TSLA $GMCR $T http://t.co/tdc0kd9BIq,0
RT @Forbes: Apple stock price is down after selling fewer iPhones than expected http://t.co/wriff5K9lG $AAPL http://t.co/vQMhHT1mHd,0
RT @Forbes: Apple stock price is down after selling fewer iPhones than expected http://t.co/wriff5K9lG $AAPL http://t.co/vQMhHT1mHd,0
RT @philstockworld: Why we're BUYBUYBUYing $AAPL on the Dip #Apple -- http://t.co/40g0Dt1vpb,0
"Now I get it, @twitter $TWTR... #YouDidntBuildThat because #AlGore #BuiltTheInternet @jack $DIS $AAPL #OverTheWall",0
RT @NelsonThought: Apple a Buy After Selloff: $AAPL / @barronsonline take on EPS &amp; forward guidance. http://t.co/lGRm8AAYoT,0
"RT @Carl_C_Icahn: Bought another $500mil of $AAPL tday, bringing our total to $3.6 billion.  If board doesn’t see AAPL’s ‘no brainer’ value…",0
“@RAsecure1: @z8angela Do you have a target for $AAPL?”- It seems $480ish could be the next stop. But let's watch &amp; see its action.,1
"Finstats big data system S&amp;P 500 put selling report (01/28/2014)
$AAPL $AMGN $COH $DD $PFE
http://t.co/mwYVaHSCKB",0
$AAPL - Wall St rebounds with Pfizer and the Fed; Apple sinks -&gt; http://t.co/HfG2i12WpY #stock #stocks #stockaction,0
"Apple Inc price targets cut, but analysts see catalysts coming $AAPL http://t.co/FzTLWoaOSJ",1
"Most-viewed quote pages on our site this week so far -- $AAPL (always), $FB, $ARIA, $BAC and $YHOO",0
RT @Wu_Tang_Finance: WE ALL KNOW TIM COOK SHOULD BE ON THA CHOPPING BLOCK I NOMINATE @RZA FOR CEO OF $AAPL #DIVERSIFY,1
$AAPL https://t.co/5stSKIXz8e from http://t.co/QpDMda2lsH,0
@LouBasenese What's your target for $AAPL ?,0
$AAPL Buy prog 1000 shares every 22 secs.  price adj flow thin algo,0
RT @_thebigbadwolf_: $AAPL $200 target  #stockmarket #trading $vix $spx $spy  $dia $qqq,0
RT @RyanDetrick: Icahn chatter on $BBRY today?  Wonder if he'll have $AAPL buy them.,0
@Carl_C_Icahn Is the entire buy side of $AAPL today,0
$AAPL Pressure mounts for Apple to expand its horizons - San Francisco Chronicle http://t.co/OXL7RmlqqI,0
"NIKKEI, CHINA, AUS LOOK BAD FOR THURS,

EU PROB REACT TO FED NEWS DROPPING, LIKE $DOW DID

$OIL hinting up, $GOOG &amp; $AAPL maybe simphathy up",1
Tesla: Time To Take Profits? http://t.co/RL170EqebV $AAPL #APPLE $PKW $PM $TSLA,0
RT @ForbesTech: Apple stock price is down after selling fewer iPhones than expected http://t.co/wLXymoImx4 $AAPL http://t.co/oCr0v3wLdd,0
"Every moment that $NUAN doesn't follow the market down not only reaffirms ~$15 support, but coils it up for a BIG bounce. $AAPL",0
$AAPL Will Catch 510 by EOD.,0
RT @philstockworld: Why we're BUYBUYBUYing $AAPL on the Dip #Apple -- http://t.co/40g0Dt1vpb,0
RT @philstockworld: Why we're BUYBUYBUYing $AAPL on the Dip #Apple -- http://t.co/40g0Dt1vpb,0
RT @philstockworld: Why we're BUYBUYBUYing $AAPL on the Dip #Apple -- http://t.co/40g0Dt1vpb,0
Commented on StockTwits: Yes only on volatile stocks. $AAPL $NFLX $GOOG $TSLA $TWTR $PCLN is my list. http://t.co/xgQlMGRLp1,0
RT @_thebigbadwolf_: $AAPL @Carl_C_Icahn WE CAN GO DOWN ? YES WE CAN #sotu #stocks #stockmarket #trading #daytrading $spx $spy $vix #nyse $…,0
RT @TraderHMS: Beware of large positions as they are the source of most trading mistakes: Trading Card 113 $SPY $FB $AAPL $GLD http://t.co/…,1
"$AAPL although most of the bad news is already priced in now, according to http://t.co/aDYcqosWET will be a better opportunity to buy:",0
"$AAPL cloud
Topics trending right now http://t.co/72wgKyKfgz",0
RT @Forbes: Carl Icahn snapped up $500 million more in Apple stock as prices dropped http://t.co/ahr9Qz2hbk $AAPL http://t.co/XDwMKB7c85,0
"Billionaire @Carl_C_Icahn Goes in another $500 Million on $AAPL, read the whole story here @ http://t.co/NuUZkEtNRw",0
"RT @CNBC: Apple's sitting on a record $159B of cash, but that didn't stop $AAPL from dropping dramatically today. #RapidRecap: http://t.co/…",0
"Grinder Fed trading – 9 Trades: $AAPL $PXD 5 win, 4 lose – overall $3.51 – Correction Continues  http://t.co/dzanrEgolO",0
Commented on StockTwits: $AAPL is worse. Since hardware can be comodized eaiser than software and services http://t.co/iEpheBzIHO,1
$AAPL sold the 500 CALLS @ assorted $ - Lost .40,1
@BullandBaird the fx correlations are scary powerful. $AAPL was -8% $YHOO -4% and $NQ rips on Turk rate hike? total dysfunction,1
"RT @CNBC: Apple's sitting on a record $159B of cash, but that didn't stop $AAPL from dropping dramatically today. #RapidRecap: http://t.co/…",0
If $GOOG increases $HIMX stake we will see $20s fast imo. They bot initial 6.3% stake right before #googleglass Beta launch. $QCOM $AAPL $FB,0
stock trading isnt an occupation its a school of thoughts....see you at the top $FB $TWTR $LNKD $GOOG $AAPL,0
"RT @RiskReversal: Trade Update - $AAPL: I Think iCahn, I Think iCahn http://t.co/UIY7ENi6jQ @cclagator",0
"RT @CNBC: Apple's sitting on a record $159B of cash, but that didn't stop $AAPL from dropping dramatically today. #RapidRecap: http://t.co/…",0
RT @nanexllc: Close up charts of trading in $AAPL today http://t.co/8g7Y3sdU8W,0
$AAPL Donald Trump: Lack of Bigger iPhone Makes Apple Dumb - The Mac Observer http://t.co/JjanTcFib5,1
RT @jmartellaro: RT @Rocco_TheStreet: How Apple CEO Tim Cook Infuriates Investors http://t.co/K4ZihMaSuO Excellent $AAPL piece by @jmartell…,0
RT @IBDinvestors: #Qualcomm results ease fears of smartphone slowdown http://t.co/jkUfFEmvcs $QCOM $AAPL $GOOG http://t.co/OI0csZq1U5,1
RT @ZaneBagen: Watch why #trading#options is so powerful today http://t.co/hH91eMYjSZ $AAPL,0
AP Technology NewsBrief at 3:17 p.m. EST http://t.co/0LBBzZvWxI $AAPL $VMW $VZ $INTC,0
RT @SconsetCapital: Go ahead. Sell $AAPL at 9X Earnings and buy $TWTR at 40X Revenue. That's a sure fire formula to get rich.,0
Apple EPS Setup Against The Whisper Number http://t.co/V3HUrvjTfN $AAPL,0
$AAPL Stock Prices of Japanese Suppliers Slip in Response to Apple's Earnings - Mac Rumors http://t.co/hJTdoDrZQp,0
$AAPL Apple Patents Sapphire Component Production Method As Manufacturing Facility Ramps Up http://t.co/NqLbAeT2DG,0
RT @DougKass: I added to AAPL long this morning $AAPL http://t.co/zPnnjhDRfg,0
$AAPL Cheap iPhones And Buybacks Won't Solve Apple's Problems http://t.co/UM8oimn9Vo,0
Corporate Cash At Record Levels? http://t.co/Xvg79LEDCG $AAPL $MSFT,0
RT @MisterMainSt: .@LaMonicaBuzz another reason to buy $AAPL #dividends #buybacks &amp; new product cycle. Stock trading at level pre china mob…,0
"$AAPL $EBAY ""PayPal wants to partner with Apple on iPhone mobile payment platform"" - report http://t.co/0fpjg10BBT via @AppleInsider",0
All that and $QQQ's now down 4 cents on the week with $AAPL down $50.,0
"@MarketWatch $AAPL $BBRY German Government ditching iPhone for BLACKBERRY ""NSA PROOF"". THX E.Snowden ""HERO""..",0
$AAPL Can you believe these ads once ran on Apple's website? - http://t.co/fEVfZWMAXw http://t.co/pWuPxoIlXW,0
RT @SwatJournal: [9:45 AM] thomst04: you guys are amazing-chat $ddd $scty $FSLR $AAPL,0
"$YHOO, $AAPL slaughtered $AMZN just got crushed  $GOOG &lt; expectations.  $FB $NFLX $TWTR up.  Are U on the right side of these trades?",1
Fed cuts bond buying by $10 b. $AAPL closed below gap low. Beverages fizzled. Trade Demo: $VLO Bull Call: http://t.co/R3ddRJq2Hs,1
$AAPL 200 soon  SELLLLLL STAY AWAY! #DAX #CAC #FTSE #IBEX #STOCKMARKET STOCKS #SENSEX $VIX $UVXY  $SPY $SPX #CBOE #MKT $DIA $QQQ,0
$AAPL - Major League Baseball Is Installing Apple iBeacons at 20 Ballparks -&gt; http://t.co/ALE1hJZzdH #stock #stocks #stockaction,0
Looking for winners like $NABI $FURX $CB $AAPL View now http://t.co/iMPyPZUCWn,0
Option Millionaires: MWM: $AAPL I think the 200 day MA is http://t.co/3xyU9gnU5Z,0
$AAPL #Apple get a clue why they don't want to use cash for share buy back. Disrupt the finance sector.  http://t.co/XTM15zNKFv,0
"$AAPL How to get $50 off the iPhone 6 and Galaxy S5, even though they don't exist - BGR http://t.co/ywHDb7CSea",0
Apple Snaps Up Several '.Guru' Domain Names on Launch Day http://t.co/Iz58Ird0yr $AAPL,0
RT @ivanhoff: How long before $GOOG has a bigger market cap than $AAPL again? http://t.co/YR6t1aZG9X,0
Patience is the key for Apple traders http://t.co/r1m15PxBuc $AAPL,0
"$AAPL - Apple, Samsung spar over potential U.S. ban on smartphone sales -&gt; http://t.co/iSKwgE11tR #stock #stocks #stockaction",1
$AAPL 5 MIN Support &amp; Resistance Levels http://t.co/RceJDSADUd,0
RT @ChartMoMo: For defined risk 100% transparency check us out. 7day free trials. http://t.co/FNhAaAQyG0 $SPY $GOOG $AAPL $VXX $PCLN $AMZN …,0
$AAPL just under that $500 today ( $496.60s ) — hasn’t tested $500 today high was $498.35,0
Deals: $100 off new MacBook Airs &amp; Mac Pros; up to $770 off Retina MacBook Pros... $AAPL $BBY http://t.co/95do1520AU,0
MARKET WRAP 1/30/14: http://t.co/ddF2Z11Bxo $DIA $QQQ $SPY $GLD $SLV $TLT $UUP $AAPL $GOOG $AMZN $TSLA $FB $TWTR $BBRY $NFLX $BA $GS,0
$AAPL chart by @FibLine: http://t.co/U5dAABoLgs AAPL.,0
Best #Stock Newsletter on $USAP $RT $VRTX $AAPL Must see http://t.co/lySCBJ6RQ7,0
"Interesting reading many ""scoffs"" at Icahn of late re: $NUAN $AAPL... but how many ""day traders"" have made Icahn money??",0
Get research on $AYI $VRNT $LUV  $AAPL View now http://t.co/VUtplReD0P,0
